arrest_id_x,person_id,age_at_arrest,sex,race,arrest_date_univ,arrest_id_y,charge_degree,offense_category,arrest_date_event,y,current_charge_felony,num_fel_arrests_last_year
4973877,910635,61.016438356164386,M,Black,2017-10-22,9269918,misdemeanor,other,2014-07-08,0,0,0
5161682,21966,40.010958904109586,M,White,2017-09-18,4603650,misdemeanor,drug,2017-12-22,0,0,1
5885165,597360,23.21917808219178,M,Black,2017-04-16,5885165,felony,drug,2017-04-16,0,1,0
3739546,207810,27.51780821917808,M,Black,2018-05-20,3243682,misdemeanor,other,2018-08-01,0,0,0
4668826,29542,28.698630136986303,F,White,2017-12-09,2311864,misdemeanor,drug,2019-01-30,0,0,0
3787339,25110,22.95616438356164,M,Black,2018-05-10,3668865,felony,drug,2018-06-01,1,1,2
4751260,2537177,28.175342465753424,F,White,2017-11-27,20296435,misdemeanor,drug,2012-02-03,0,0,0
7465597,47273,23.38082191780822,M,Black,2016-02-13,10976123,misdemeanor,drug,2012-12-04,1,0,0
4689683,860034,41.83287671232877,M,Black,2017-12-06,7811844,misdemeanor,drug,2015-10-29,0,0,1
6957590,1297492,22.775342465753425,M,White,2016-06-13,10360572,misdemeanor,property,2013-07-13,0,0,0
3234875,342986,50.80821917808219,M,Black,2018-08-02,3993568,misdemeanor,property,2018-04-05,0,0,2
5728587,1801200,54.44109589041096,M,White,2017-05-26,5590422,misdemeanor,other,2017-06-26,0,0,1
3551844,2003,53.465753424657535,M,Black,2018-06-22,11443719,felony,drug,2012-06-22,0,1,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,9247361,misdemeanor,other,2014-07-16,0,0,0
3506084,3359578,20.778082191780825,M,Black,2018-07-03,3506084,misdemeanor,drug,2018-07-03,0,0,0
5256465,82486,25.63013698630137,M,Black,2017-09-01,6892766,felony,violent,2016-07-02,1,1,0
4641585,379371,25.254794520547943,M,,2017-12-14,7558390,misdemeanor,property,2020-10-27,0,0,1
6935981,318135,34.8054794520548,M,White,2016-06-17,4563052,felony,other,2018-01-02,1,1,0
6970994,982966,28.26027397260274,M,Black,2016-06-08,7985948,misdemeanor,violent,2015-09-06,0,0,0
7357500,13592,33.413698630136984,M,Black,2016-03-13,10832751,felony,other,2013-01-29,0,1,0
7061405,1113786,21.46027397260274,F,Black,2016-05-13,3952684,felony,other,2018-04-12,1,1,0
6326198,3185585,50.45205479452055,M,Black,2016-12-17,6673214,misdemeanor,other,2016-09-03,0,0,0
5764522,318640,25.813698630136987,M,White,2017-05-16,5764524,misdemeanor,other,2017-05-16,0,0,0
7462166,75450,53.104109589041094,M,White,2016-02-16,710511,misdemeanor,property,2019-11-07,0,0,0
3193787,1475717,33.11232876712329,F,White,2018-08-10,3221139,misdemeanor,property,2018-08-06,0,0,1
7591648,2326,31.378082191780823,M,Black,2016-01-06,8871799,misdemeanor,drug,2014-11-20,1,0,1
6397938,2106053,47.74520547945205,F,White,2016-11-21,8379497,misdemeanor,violent,2015-05-04,0,0,0
6971419,1129092,31.638356164383563,F,White,2016-06-08,7210339,felony,property,2016-04-20,1,1,3
3548675,1023228,26.413698630136988,F,Black,2018-06-24,3548675,misdemeanor,violent,2018-06-24,0,0,0
6822812,27924,20.48219178082192,M,White,2016-07-21,6488871,misdemeanor,property,2016-10-28,1,0,0
6445341,48080,38.95890410958904,M,Black,2016-11-11,2684185,misdemeanor,drug,2018-11-16,0,0,0
5513065,301613,20.295890410958904,M,Black,2017-07-13,130559,misdemeanor,property,2020-03-06,0,0,0
3039691,15353,34.391780821917806,F,White,2018-09-11,1440861,felony,property,2019-06-17,1,1,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,3489959,misdemeanor,property,2018-07-05,0,0,1
2586870,24750,35.0958904109589,M,White,2018-12-06,11117030,misdemeanor,property,2012-10-15,0,0,0
6478529,27249,22.87945205479452,M,Black,2016-11-01,6816280,misdemeanor,other,2016-07-23,0,0,0
7500144,1779141,61.42191780821918,M,White,2016-02-05,7431213,misdemeanor,other,2016-02-22,0,0,0
5373998,953314,23.87123287671233,M,White,2017-08-10,6822460,felony,property,2016-07-21,0,1,1
4827776,1063563,30.816438356164383,M,White,2017-11-13,7907895,felony,property,2015-09-29,0,1,0
5819314,1308319,19.27671232876712,M,Black,2017-05-02,7334144,misdemeanor,violent,2016-03-18,0,0,0
4397666,1515517,38.52876712328767,M,White,2018-02-02,3265123,misdemeanor,violent,2018-07-27,1,0,0
7408614,91883,25.14246575342466,F,Black,2016-02-27,6972511,misdemeanor,property,2016-06-08,0,0,0
6049427,27586,22.48767123287671,M,mixed,2017-03-03,10481979,misdemeanor,property,2013-06-02,0,0,0
4973877,910635,61.016438356164386,M,Black,2017-10-22,10659977,misdemeanor,other,2013-03-31,0,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,3873204,misdemeanor,drug,2020-07-15,0,0,0
7030740,1439871,30.698630136986303,M,White,2016-05-20,8121436,felony,property,2015-07-26,1,1,2
6028961,91718,29.572602739726022,M,Black,2017-03-09,6028961,misdemeanor,property,2017-03-09,0,0,0
5670555,67140,29.33150684931507,M,Black,2017-06-07,1162655,misdemeanor,drug,2019-08-09,1,0,0
5675336,24916,18.75068493150685,M,Black,2017-06-06,1023355,misdemeanor,property,2019-09-06,1,0,0
4367944,26258,22.027397260273972,M,Black,2018-02-08,6230459,misdemeanor,property,2017-01-17,0,0,0
5170311,336042,55.30684931506849,M,White,2017-09-15,11441084,misdemeanor,other,2012-06-24,1,0,0
4435364,12751,26.40821917808219,M,Black,2018-01-27,2739093,felony,property,2018-11-05,1,1,1
7293010,1009164,26.153424657534245,M,Black,2016-03-30,5300392,misdemeanor,property,2017-08-24,0,0,0
3646741,74726,26.556164383561644,M,Black,2018-06-06,3646741,misdemeanor,other,2018-06-06,0,0,0
4771776,17881,31.526027397260275,M,Black,2017-11-21,4771776,misdemeanor,other,2017-11-21,1,0,1
6192743,2497431,18.84931506849315,M,Black,2017-01-27,6192743,felony,drug,2017-01-27,1,1,1
4957370,26152,27.528767123287672,M,Black,2017-10-24,1803655,felony,violent,2019-04-30,0,1,1
6186016,83127,21.172602739726027,M,Black,2017-01-28,5452233,felony,drug,2017-07-26,1,1,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,6387761,misdemeanor,drug,2016-11-25,0,0,0
4810567,1301492,26.764383561643836,M,Black,2017-11-16,4810567,felony,violent,2017-11-16,0,1,0
4871805,68121,32.33698630136986,M,Black,2017-11-05,4707602,misdemeanor,drug,2017-12-01,0,0,0
7200043,55112,46.46849315068493,M,White,2016-04-23,13582415,misdemeanor,property,2012-08-22,1,0,0
3126179,9523,27.695890410958903,M,Black,2018-08-26,11271721,misdemeanor,drug,2012-08-22,0,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,10917892,felony,violent,2012-12-27,0,1,1
3138306,51576,52.04657534246575,M,Black,2018-08-23,3820622,misdemeanor,other,2018-05-04,0,0,0
6305418,320631,31.63013698630137,M,Black,2016-12-23,6201157,misdemeanor,drug,2017-01-24,1,0,0
7381538,27382,26.564383561643837,M,Black,2016-03-07,5815813,misdemeanor,other,2017-05-03,1,0,0
6577014,3383502,46.010958904109586,,,2016-10-02,6577014,misdemeanor,other,2016-10-02,0,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,2778082,misdemeanor,property,2018-10-30,0,0,0
5775746,63188,18.78904109589041,M,Black,2017-05-14,2683161,misdemeanor,other,2018-11-17,0,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,2095465,misdemeanor,other,2019-03-11,0,0,0
5847419,2293944,38.967123287671235,M,Other,2017-04-25,7346520,misdemeanor,property,2016-03-16,0,0,0
4838938,971940,28.084931506849315,M,Black,2017-11-12,6067569,misdemeanor,drug,2017-02-27,0,0,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,936294,misdemeanor,property,2019-09-22,1,0,0
3945139,736961,42.652054794520545,F,Black,2018-04-13,3945139,misdemeanor,violent,2018-04-13,0,0,0
4078592,974497,26.5013698630137,M,Black,2018-04-01,4078592,felony,violent,2018-04-01,0,1,0
6766557,27836,36.69041095890411,M,White,2016-08-09,6794553,misdemeanor,other,2016-07-30,0,0,0
7193530,1306011,59.12054794520548,M,White,2016-04-26,7193530,felony,property,2016-04-26,1,1,0
4559816,23784,26.156164383561645,F,White,2018-01-03,20284085,misdemeanor,other,2012-09-18,1,0,0
4664272,34814,19.378082191780823,M,,2017-12-11,5173949,misdemeanor,property,2017-09-15,1,0,1
7357500,13592,33.413698630136984,M,Black,2016-03-13,8849187,felony,property,2014-11-28,0,1,0
7381538,27382,26.564383561643837,M,Black,2016-03-07,6291909,felony,property,2016-12-30,1,1,0
6971419,1129092,31.638356164383563,F,White,2016-06-08,7293236,misdemeanor,property,2016-03-30,1,0,3
7030740,1439871,30.698630136986303,M,White,2016-05-20,4036522,misdemeanor,other,2020-07-24,1,0,2
5435848,57265,31.40821917808219,M,Black,2017-07-29,8959269,felony,violent,2014-10-20,1,1,0
5879415,1788,46.961643835616435,M,,2017-04-17,10853148,felony,property,2013-01-22,0,1,0
3596356,49882,35.18082191780822,M,Black,2018-06-14,5194886,felony,drug,2017-09-12,1,1,4
4664272,34814,19.378082191780823,M,,2017-12-11,5697862,misdemeanor,other,2017-05-31,1,0,1
3396602,1352518,23.51232876712329,M,Other,2018-07-20,3396602,felony,property,2018-07-20,0,1,0
3052452,1127005,52.342465753424655,M,White,2018-09-08,3246697,misdemeanor,other,2018-07-31,0,0,0
5847419,2293944,38.967123287671235,M,Other,2017-04-25,5843570,misdemeanor,property,2017-04-26,0,0,0
6339294,911946,31.46027397260274,M,Black,2016-12-13,8396701,misdemeanor,other,2015-04-27,0,0,0
4884956,22194,37.95616438356164,F,White,2017-11-02,6573626,misdemeanor,drug,2016-10-03,0,0,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,6304200,misdemeanor,other,2016-12-25,1,0,0
6028961,91718,29.572602739726022,M,Black,2017-03-09,6139374,misdemeanor,property,2017-02-09,0,0,0
7027943,908756,35.915068493150685,M,Black,2016-05-21,7004085,misdemeanor,violent,2016-05-29,0,0,0
7293010,1009164,26.153424657534245,M,Black,2016-03-30,978015,misdemeanor,property,2019-09-14,0,0,0
4131834,69085,48.67671232876712,M,White,2018-03-23,9093156,misdemeanor,other,2014-09-05,0,0,0
6995174,33633,18.2986301369863,M,mixed,2016-06-01,1916356,felony,other,2019-04-10,1,1,0
6916269,56090,18.29041095890411,M,White,2016-06-25,6946186,misdemeanor,property,2016-06-15,1,0,1
5726487,235227,39.8986301369863,F,Black,2017-05-27,1201339,misdemeanor,drug,2019-08-02,0,0,0
3411394,2572349,39.00821917808219,F,White,2018-07-18,3990322,misdemeanor,property,2018-04-06,0,0,0
6058682,81169,18.97808219178082,M,Black,2017-03-01,641870,misdemeanor,drug,2019-11-21,1,0,0
2495644,1309509,31.46849315068493,M,White,2018-12-24,9465112,misdemeanor,property,2014-05-12,0,0,0
6074502,68785,39.4027397260274,,Black,2017-02-24,5998529,felony,violent,2017-03-17,1,1,0
4307219,251820,31.624657534246577,M,Black,2018-02-20,8483690,misdemeanor,other,2015-04-01,0,0,0
4452127,990237,21.10958904109589,F,Black,2018-01-24,7369223,felony,property,2016-03-09,0,1,0
2939945,1308492,25.339726027397266,M,White,2018-09-30,1720587,misdemeanor,drug,2020-05-19,0,0,0
6671035,106675,23.64109589041096,M,Black,2016-09-05,6560430,misdemeanor,drug,2016-10-07,0,0,0
5828497,51883,25.980821917808218,M,mixed,2017-04-30,6320789,misdemeanor,violent,2016-12-19,0,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,9369661,misdemeanor,drug,2014-06-05,0,0,0
5998375,339988,56.57534246575342,M,,2017-03-17,5673854,misdemeanor,property,2017-06-06,0,0,1
5705381,720250,31.14246575342466,M,Black,2017-05-30,3743887,misdemeanor,property,2018-05-18,0,0,0
4650173,91481,21.28219178082192,M,Black,2017-12-13,5369551,misdemeanor,other,2017-08-11,0,0,0
4741552,75570,26.202739726027396,M,White,2017-11-28,8289338,misdemeanor,drug,2015-06-04,0,0,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,4588296,misdemeanor,property,2017-12-27,0,0,0
6037598,92826,40.846575342465755,M,Black,2017-03-07,7241896,misdemeanor,violent,2016-04-13,0,0,0
5474682,1348192,19.545205479452058,M,Black,2017-07-21,5474682,misdemeanor,property,2017-07-21,0,0,0
4973877,910635,61.016438356164386,M,Black,2017-10-22,9127077,misdemeanor,other,2014-08-25,0,0,0
7408614,91883,25.14246575342466,F,Black,2016-02-27,1178058,misdemeanor,property,2019-08-07,0,0,0
7308318,57776,21.936986301369863,M,Black,2016-03-25,2057321,felony,drug,2019-03-15,1,1,3
3052452,1127005,52.342465753424655,M,White,2018-09-08,949849,misdemeanor,other,2019-09-19,0,0,0
4292218,5400,27.21917808219178,M,Black,2018-02-22,4292218,misdemeanor,violent,2018-02-22,1,0,0
7002347,2582339,28.726027397260275,F,White,2016-05-31,7002347,felony,other,2016-05-31,0,1,0
4573842,76733,27.47945205479452,F,White,2017-12-30,3271900,misdemeanor,other,2020-06-10,0,0,1
2922536,71257,33.320547945205476,M,Black,2018-10-02,2566371,misdemeanor,violent,2018-12-10,0,0,0
4481139,59002,39.21095890410959,M,Black,2018-01-19,9552595,felony,drug,2014-04-11,0,1,0
3394043,961194,55.55068493150685,M,Black,2018-07-20,1585191,misdemeanor,violent,2019-05-21,0,0,0
6978316,80524,38.4,M,Black,2016-06-06,6886237,felony,violent,2016-07-05,1,1,2
3982258,58583,27.813698630136987,M,Black,2018-04-07,9103341,felony,drug,2014-09-02,1,1,1
7003779,115968,30.983561643835618,M,Black,2016-05-30,1413858,misdemeanor,violent,2019-06-22,0,0,0
5927377,2119515,22.589041095890412,M,Black,2017-04-04,5919570,felony,property,2017-04-06,1,1,0
5232450,23004,55.75890410958904,M,White,2017-09-07,6445973,misdemeanor,property,2016-11-11,0,0,0
7061405,1113786,21.46027397260274,F,Black,2016-05-13,6475895,felony,drug,2016-11-02,1,1,0
5161682,21966,40.010958904109586,M,White,2017-09-18,7322118,misdemeanor,drug,2016-03-22,0,0,1
5670555,67140,29.33150684931507,M,Black,2017-06-07,4715202,misdemeanor,property,2017-11-30,1,0,0
2922877,84823,24.0,M,Black,2018-10-02,3862328,felony,drug,2018-04-26,1,1,2
6671035,106675,23.64109589041096,M,Black,2016-09-05,5603691,misdemeanor,drug,2017-06-22,0,0,0
6676974,3054080,23.698630136986303,F,mixed,2016-09-02,6676974,misdemeanor,property,2016-09-02,0,0,0
5998375,339988,56.57534246575342,M,,2017-03-17,7532717,misdemeanor,property,2016-01-22,0,0,1
6060715,114124,55.07671232876712,M,Black,2017-03-01,11433743,misdemeanor,property,2012-06-27,0,0,0
4507353,320209,35.61369863013699,M,White,2018-01-15,7764710,misdemeanor,property,2015-11-12,0,0,0
6730488,703333,42.98082191780822,M,mixed,2016-08-18,6730488,misdemeanor,violent,2016-08-18,0,0,0
6186016,83127,21.172602739726027,M,Black,2017-01-28,848453,misdemeanor,other,2019-10-09,1,0,0
6537617,77082,29.134246575342463,M,White,2016-10-14,2100281,misdemeanor,property,2019-03-09,0,0,0
6648850,53703,21.15068493150685,M,Black,2016-09-11,5608628,misdemeanor,violent,2017-06-20,1,0,0
4827776,1063563,30.816438356164383,M,White,2017-11-13,4332879,misdemeanor,drug,2018-02-14,0,0,0
4827776,1063563,30.816438356164383,M,White,2017-11-13,4332878,misdemeanor,property,2018-02-14,0,0,0
6355703,74677,28.545205479452058,M,White,2016-12-09,6355703,misdemeanor,drug,2016-12-09,0,0,0
6792133,53858,29.106849315068494,M,mixed,2016-08-01,6806429,misdemeanor,drug,2016-07-26,0,0,0
4185409,79145,26.87945205479452,F,White,2018-03-14,6213835,misdemeanor,violent,2017-01-21,0,0,0
7395386,1609935,41.40547945205479,,,2016-03-02,586032,misdemeanor,other,2019-12-03,0,0,0
4460552,1292211,21.145205479452056,M,Black,2018-01-23,4347592,misdemeanor,drug,2018-02-12,1,0,0
5741406,3102375,55.772602739726025,M,mixed,2017-05-23,5741406,misdemeanor,property,2017-05-23,0,0,0
6072822,909386,25.61917808219178,M,Black,2017-02-25,7959983,misdemeanor,violent,2015-09-13,0,0,0
3778372,44850,22.284931506849315,M,Black,2018-05-11,2949062,misdemeanor,drug,2018-09-27,0,0,0
5597498,474178,28.304109589041097,M,White,2017-06-23,8828638,felony,property,2014-12-06,0,1,0
7563566,49472,32.298630136986304,M,Black,2016-01-14,4034980,misdemeanor,other,2020-07-23,1,0,4
5927377,2119515,22.589041095890412,M,Black,2017-04-04,7784903,misdemeanor,other,2015-11-05,1,0,0
5052563,2558637,19.43013698630137,F,White,2017-10-07,5052563,misdemeanor,violent,2017-10-07,0,0,0
7291921,848761,30.104109589041094,M,White,2016-03-31,6855646,felony,property,2016-07-12,1,1,3
4251991,98350,53.772602739726025,M,Black,2018-03-02,8408310,felony,violent,2015-04-23,0,1,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,8100285,misdemeanor,violent,2015-08-01,0,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,3853279,misdemeanor,property,2018-04-28,0,0,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,3646150,misdemeanor,property,2018-06-06,1,0,0
4354694,92254,25.13150684931507,M,Black,2018-02-11,8637240,misdemeanor,other,2015-02-09,0,0,0
6236432,1065449,32.635616438356166,M,White,2017-01-13,12006508,misdemeanor,other,2018-04-04,1,0,0
2953487,1064456,26.27123287671233,M,Black,2018-09-26,2953487,misdemeanor,violent,2018-09-26,0,0,0
6355703,74677,28.545205479452058,M,White,2016-12-09,6076341,misdemeanor,drug,2017-02-24,0,0,0
5847419,2293944,38.967123287671235,M,Other,2017-04-25,6783800,misdemeanor,property,2016-08-03,0,0,0
6049427,27586,22.48767123287671,M,mixed,2017-03-03,1539637,misdemeanor,other,2019-05-29,0,0,0
5053285,442499,29.23835616438356,M,White,2017-10-06,5053285,felony,property,2017-10-06,0,1,0
2922877,84823,24.0,M,Black,2018-10-02,3991882,felony,drug,2018-04-05,1,1,2
3059137,260781,19.3972602739726,M,Black,2018-09-07,3059137,felony,violent,2018-09-07,0,1,0
4573842,76733,27.47945205479452,F,White,2017-12-30,3897460,misdemeanor,property,2018-04-20,0,0,1
5053353,951591,26.583561643835615,M,Black,2017-10-06,7979877,misdemeanor,property,2015-09-08,0,0,0
4573842,76733,27.47945205479452,F,White,2017-12-30,3301783,misdemeanor,drug,2020-06-19,0,0,1
5560404,2497447,55.80821917808219,F,Black,2017-07-04,7911242,misdemeanor,property,2015-09-29,0,0,0
7488749,220893,18.24109589041096,F,Black,2016-02-08,1528443,felony,violent,2019-05-31,1,1,0
3993384,539268,44.24383561643835,M,White,2018-04-05,1502573,misdemeanor,property,2019-06-05,0,0,0
5674108,923399,28.167123287671235,F,Black,2017-06-06,7713910,misdemeanor,other,2015-11-28,0,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,3627764,misdemeanor,property,2018-06-09,0,0,1
5370074,196266,29.63013698630137,M,Black,2017-08-11,3375314,misdemeanor,property,2018-07-25,0,0,0
7532175,919650,34.915068493150685,M,Black,2016-01-24,7532175,misdemeanor,violent,2016-01-24,0,0,0
3138306,51576,52.04657534246575,M,Black,2018-08-23,9349493,misdemeanor,property,2014-06-12,0,0,0
7234710,320960,29.51780821917808,M,White,2016-04-14,7970646,misdemeanor,other,2015-09-09,0,0,0
7255049,670782,25.084931506849315,M,Black,2016-04-10,7678240,misdemeanor,property,2015-12-09,0,0,1
6215258,1058804,38.893150684931506,M,White,2017-01-20,6215258,felony,property,2017-01-20,0,1,0
7370720,26596,46.40547945205479,M,mixed,2016-03-09,8097319,misdemeanor,other,2015-08-03,0,0,0
2939914,844881,22.983561643835618,M,White,2018-09-30,6338202,misdemeanor,other,2016-12-14,0,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,9859130,felony,violent,2013-12-26,0,1,0
7495234,479978,23.75068493150685,M,White,2016-02-07,6202967,misdemeanor,property,2017-01-24,0,0,0
6647303,3381394,44.915068493150685,,,2016-09-12,7055783,misdemeanor,other,2016-05-14,0,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,6055238,misdemeanor,other,2017-03-02,0,0,0
3168313,258315,37.42191780821918,M,,2018-08-18,11449493,misdemeanor,property,2012-06-21,0,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,50123,misdemeanor,property,2020-04-07,0,0,0
4460552,1292211,21.145205479452056,M,Black,2018-01-23,2980952,felony,drug,2018-09-21,1,1,0
4541881,1103608,27.410958904109588,F,White,2018-01-09,4541881,misdemeanor,drug,2018-01-09,0,0,0
6370773,3909,47.172602739726024,M,White,2016-12-01,6211284,misdemeanor,property,2017-01-23,1,0,1
4155587,1435646,32.99452054794521,F,White,2018-03-20,10557156,misdemeanor,other,2013-05-07,0,0,0
6983854,83299,18.16438356164383,,Black,2016-06-04,2505822,misdemeanor,violent,2018-12-20,0,0,0
6460426,69474,30.30958904109589,F,White,2016-11-07,6683588,misdemeanor,drug,2016-08-31,0,0,0
5053353,951591,26.583561643835615,M,Black,2017-10-06,7739809,misdemeanor,property,2015-11-19,0,0,0
3368502,35378,62.18082191780822,M,Black,2018-07-26,6908221,misdemeanor,property,2016-06-28,0,0,0
3488332,45181,19.268493150684932,M,Black,2018-07-05,504911,felony,violent,2019-12-18,1,1,0
7019251,253477,51.3013698630137,M,White,2016-05-24,7032057,misdemeanor,other,2016-05-20,0,0,1
7583303,913768,41.04383561643836,M,Black,2016-01-08,11370338,misdemeanor,other,2012-07-18,0,0,0
7226797,2584613,51.273972602739725,M,White,2016-04-16,7226797,misdemeanor,other,2016-04-16,0,0,0
3138306,51576,52.04657534246575,M,Black,2018-08-23,8551569,misdemeanor,other,2015-03-11,0,0,0
4697408,49727,19.90684931506849,M,Black,2017-12-04,6724459,misdemeanor,drug,2016-08-20,0,0,0
3193787,1475717,33.11232876712329,F,White,2018-08-10,6260408,misdemeanor,property,2020-09-25,0,0,1
3372243,60347,44.915068493150685,M,Black,2018-07-25,3785730,felony,drug,2018-05-10,0,1,3
7224958,57529,25.564383561643837,M,Black,2016-04-17,7391608,misdemeanor,property,2016-03-03,1,0,3
6445341,48080,38.95890410958904,M,Black,2016-11-11,6272693,misdemeanor,other,2017-01-05,0,0,0
3512764,3231517,28.975342465753425,M,Black,2018-06-30,8947480,misdemeanor,property,2014-10-24,0,0,0
3094265,1182268,38.59178082191781,M,White,2018-08-31,3094265,misdemeanor,drug,2018-08-31,0,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,5226390,misdemeanor,drug,2017-09-08,0,0,0
4524392,909315,22.035616438356165,M,Black,2018-01-11,6931293,misdemeanor,violent,2016-06-20,0,0,0
5998375,339988,56.57534246575342,M,,2017-03-17,8839064,misdemeanor,property,2014-12-02,0,0,1
3739546,207810,27.51780821917808,M,Black,2018-05-20,4514956,misdemeanor,violent,2018-01-13,0,0,0
7563283,84199,22.12054794520548,M,Black,2016-01-14,7563283,misdemeanor,violent,2016-01-14,0,0,0
3646741,74726,26.556164383561644,M,Black,2018-06-06,3373599,misdemeanor,other,2018-07-25,0,0,0
6561693,540719,19.350684931506848,M,Black,2016-10-06,2159412,misdemeanor,property,2019-02-27,0,0,0
6858454,1796824,31.92054794520548,F,White,2016-07-11,5013608,misdemeanor,drug,2017-10-15,0,0,0
11966928,14780,22.197260273972603,M,White,2016-04-12,5091576,misdemeanor,drug,2020-09-04,0,0,0
5855566,2335717,39.85479452054795,M,Black,2017-04-21,5855566,felony,violent,2017-04-21,1,1,0
7027943,908756,35.915068493150685,M,Black,2016-05-21,194967,misdemeanor,property,2020-02-22,0,0,0
5083273,198393,27.682191780821917,M,Black,2017-10-02,9850524,misdemeanor,violent,2013-12-29,0,0,0
6466997,2932251,20.90684931506849,F,White,2016-11-04,6466997,felony,other,2016-11-04,0,1,0
5291736,2535391,24.898630136986306,F,White,2017-08-26,20684588,felony,drug,2012-07-27,0,1,0
6816869,85806,30.0986301369863,M,White,2016-07-23,7213164,misdemeanor,property,2016-04-20,1,0,1
4652942,8089,22.35890410958904,M,Black,2017-12-12,10017985,misdemeanor,other,2013-11-10,0,0,2
2790886,184560,45.42739726027397,M,Black,2018-10-29,3816817,misdemeanor,violent,2018-05-05,0,0,0
4840593,56320,35.95890410958904,M,Black,2017-11-11,4254001,misdemeanor,drug,2018-03-01,0,0,0
3399268,1114653,39.16712328767123,M,Black,2018-07-20,1254596,misdemeanor,violent,2019-07-23,0,0,0
4284534,33253,24.306849315068497,M,Black,2018-02-25,9305185,misdemeanor,property,2014-06-27,0,0,0
6916269,56090,18.29041095890411,M,White,2016-06-25,4832171,misdemeanor,property,2017-11-13,1,0,1
6166510,69593,35.4,F,mixed,2017-02-03,167650,misdemeanor,drug,2020-02-27,1,0,0
3039691,15353,34.391780821917806,F,White,2018-09-11,2007108,misdemeanor,property,2019-03-25,1,0,0
4452127,990237,21.10958904109589,F,Black,2018-01-24,7035002,misdemeanor,drug,2016-05-19,0,0,0
4674255,242483,66.57260273972602,M,Black,2017-12-08,4674255,misdemeanor,property,2017-12-08,0,0,0
4983747,9102,24.898630136986306,M,Black,2017-10-19,6564700,felony,violent,2016-10-05,1,1,1
6746136,358458,28.85753424657534,M,mixed,2016-08-13,2254951,misdemeanor,property,2019-02-09,0,0,0
3596356,49882,35.18082191780822,M,Black,2018-06-14,7293035,felony,drug,2016-03-30,1,1,4
6228444,1251769,31.02191780821918,M,Black,2017-01-17,10109238,misdemeanor,other,2013-10-08,0,0,0
2950470,1302726,32.536986301369865,M,White,2018-09-27,2950470,misdemeanor,property,2018-09-27,0,0,2
4840593,56320,35.95890410958904,M,Black,2017-11-11,8117536,misdemeanor,drug,2018-03-16,0,0,0
3052452,1127005,52.342465753424655,M,White,2018-09-08,9745010,misdemeanor,other,2014-02-04,0,0,0
5564259,847667,32.27945205479452,F,Black,2017-07-03,1336700,felony,property,2019-07-09,0,1,0
7392722,93743,22.873972602739727,M,Black,2016-03-03,7392722,misdemeanor,property,2016-03-03,0,0,0
3895575,1000343,22.04931506849315,F,Black,2018-04-20,3895575,misdemeanor,violent,2018-04-20,0,0,2
7369356,1509614,52.19178082191781,M,White,2016-03-09,7297246,misdemeanor,violent,2016-03-29,0,0,0
3659989,2880571,69.21369863013699,F,White,2018-06-04,3659989,misdemeanor,property,2018-06-04,0,0,0
4635194,6851,26.76986301369863,M,White,2017-12-16,4635194,misdemeanor,property,2017-12-16,0,0,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,9153638,misdemeanor,other,2014-08-16,0,0,0
6809493,306222,24.671232876712327,M,Black,2016-07-26,3939111,felony,other,2018-04-15,0,1,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,6598461,misdemeanor,other,2016-09-25,0,0,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,8614734,misdemeanor,property,2015-02-18,0,0,0
7276076,2248903,33.21095890410959,M,White,2016-04-04,5610688,misdemeanor,other,2017-06-20,0,0,0
7157820,1055158,36.14520547945205,M,White,2016-05-06,4048565,misdemeanor,property,2020-07-28,0,0,0
2816767,36799,33.8986301369863,M,Black,2018-10-23,11233900,felony,drug,2012-09-05,0,1,0
7395386,1609935,41.40547945205479,,,2016-03-02,7395385,misdemeanor,other,2016-03-02,0,0,0
5585793,239629,27.71780821917808,M,Black,2017-06-27,5577949,misdemeanor,drug,2017-06-29,1,0,0
5847419,2293944,38.967123287671235,M,Other,2017-04-25,6498737,misdemeanor,property,2016-10-25,0,0,0
5053353,951591,26.583561643835615,M,Black,2017-10-06,7680009,misdemeanor,property,2015-12-08,0,0,0
